database_type,database,dataset,action,time
CouchDB,ASOS_2022,data,read,0.1052861213684082
CouchDB,ASOS_2022,data,update,1.1846048831939697
CouchDB,ASOS_2022,grades,read,0.459949254989624
CouchDB,ASOS_2022,products,read,0.016034603118896484
CouchDB,ASOS_2022,profiles,read,2.5202906131744385
CouchDB,ASOS_2022,restaurant,read,4.291804313659668
CouchDB,ASOS_2022,students,read,0.3548238277435303
CouchDB,ASOS_2022,books,delete,0.06318831443786621
CouchDB,ASOS_2022,countries-small,delete,0.05445551872253418
CouchDB,ASOS_2022,covers,delete,0.05065512657165527
CouchDB,ASOS_2022,data,delete,0.055188894271850586
CouchDB,ASOS_2022,grades,delete,0.07359099388122559
CouchDB,ASOS_2022,products,delete,0.05674624443054199
CouchDB,ASOS_2022,profiles,delete,0.08439135551452637
CouchDB,ASOS_2022,restaurant,delete,0.07761454582214355
CouchDB,ASOS_2022,students,delete,0.08449602127075195
CouchDB,ASOS_2022,books,insert,9.283495903015137
CouchDB,ASOS_2022,countries-small,insert,5.597396612167358
CouchDB,ASOS_2022,covers,insert,111.18855166435242
CouchDB,ASOS_2022,data,insert,1.2531554698944092
CouchDB,ASOS_2022,grades,insert,5.795711278915405
CouchDB,ASOS_2022,products,insert,0.22142934799194336
CouchDB,ASOS_2022,profiles,insert,34.56003761291504
CouchDB,ASOS_2022,restaurant,insert,54.69410300254822
CouchDB,ASOS_2022,students,insert,4.2282960414886475
CouchDB,ASOS_2022,books,read,0.9995265007019043
CouchDB,ASOS_2022,countries-small,read,0.6028425693511963
CouchDB,ASOS_2022,covers,read,8.636221408843994
CouchDB,ASOS_2022,data,read,0.09957027435302734
CouchDB,ASOS_2022,data,update,1.4580426216125488
CouchDB,ASOS_2022,grades,read,0.4934694766998291
CouchDB,ASOS_2022,products,read,0.02176976203918457
CouchDB,ASOS_2022,profiles,read,2.6741037368774414
CouchDB,ASOS_2022,restaurant,read,4.290909051895142
CouchDB,ASOS_2022,students,read,0.32640957832336426
CouchDB,ASOS_2022,books,delete,0.0695657730102539
CouchDB,ASOS_2022,countries-small,delete,0.0527348518371582
CouchDB,ASOS_2022,covers,delete,0.05572390556335449
CouchDB,ASOS_2022,data,delete,0.05117511749267578
CouchDB,ASOS_2022,grades,delete,0.05103707313537598
CouchDB,ASOS_2022,products,delete,0.05303001403808594
CouchDB,ASOS_2022,profiles,delete,0.08307743072509766
CouchDB,ASOS_2022,restaurant,delete,0.07193946838378906
CouchDB,ASOS_2022,students,delete,0.07113146781921387
CouchDB,ASOS_2022,books,insert,8.451860904693604
CouchDB,ASOS_2022,countries-small,insert,5.318778038024902
CouchDB,ASOS_2022,covers,insert,112.91893267631531
CouchDB,ASOS_2022,data,insert,1.2198829650878906
CouchDB,ASOS_2022,grades,insert,5.9056077003479
CouchDB,ASOS_2022,products,insert,0.2491288185119629
CouchDB,ASOS_2022,profiles,insert,32.85242033004761
CouchDB,ASOS_2022,restaurant,insert,55.40877056121826
CouchDB,ASOS_2022,students,insert,4.530271053314209
CouchDB,ASOS_2022,books,read,0.9505045413970947
CouchDB,ASOS_2022,countries-small,read,0.6308426856994629
CouchDB,ASOS_2022,covers,read,8.52606463432312
CouchDB,ASOS_2022,data,read,0.10104703903198242
CouchDB,ASOS_2022,data,update,1.4941296577453613
CouchDB,ASOS_2022,grades,read,0.4803900718688965
CouchDB,ASOS_2022,products,read,0.01957082748413086
CouchDB,ASOS_2022,profiles,read,2.5341572761535645
CouchDB,ASOS_2022,restaurant,read,4.281089782714844
CouchDB,ASOS_2022,students,read,0.34343624114990234
CouchDB,ASOS_2022,books,delete,0.08636307716369629
CouchDB,ASOS_2022,countries-small,delete,0.060059547424316406
CouchDB,ASOS_2022,covers,delete,0.06034135818481445
CouchDB,ASOS_2022,data,delete,0.0820469856262207
CouchDB,ASOS_2022,grades,delete,0.06949377059936523
CouchDB,ASOS_2022,products,delete,0.09047532081604004
CouchDB,ASOS_2022,profiles,delete,0.07509326934814453
CouchDB,ASOS_2022,restaurant,delete,0.06685686111450195
CouchDB,ASOS_2022,students,delete,0.06940364837646484
CouchDB,ASOS_2022,books,insert,8.667645931243896
CouchDB,ASOS_2022,countries-small,insert,5.077127695083618
CouchDB,ASOS_2022,covers,insert,111.77090954780579
CouchDB,ASOS_2022,data,insert,1.208709955215454
CouchDB,ASOS_2022,grades,insert,6.703350305557251
CouchDB,ASOS_2022,products,insert,0.24931645393371582
CouchDB,ASOS_2022,profiles,insert,33.44736361503601
CouchDB,ASOS_2022,restaurant,insert,55.03666973114014
CouchDB,ASOS_2022,students,insert,4.156344413757324
CouchDB,ASOS_2022,books,read,0.9366891384124756
CouchDB,ASOS_2022,countries-small,read,0.636573314666748
CouchDB,ASOS_2022,covers,read,8.480787992477417
CouchDB,ASOS_2022,data,read,0.10345888137817383
CouchDB,ASOS_2022,data,update,1.2152705192565918
CouchDB,ASOS_2022,grades,read,0.46918392181396484
CouchDB,ASOS_2022,products,read,0.018268346786499023
CouchDB,ASOS_2022,profiles,read,2.558955430984497
CouchDB,ASOS_2022,restaurant,read,4.284143924713135
CouchDB,ASOS_2022,students,read,0.3272879123687744
CouchDB,ASOS_2022,books,delete,0.06362342834472656
CouchDB,ASOS_2022,countries-small,delete,0.04861021041870117
CouchDB,ASOS_2022,covers,delete,0.060685157775878906
CouchDB,ASOS_2022,data,delete,0.049147605895996094
CouchDB,ASOS_2022,grades,delete,0.06751227378845215
CouchDB,ASOS_2022,products,delete,0.04858589172363281
CouchDB,ASOS_2022,profiles,delete,0.05754995346069336
CouchDB,ASOS_2022,restaurant,delete,0.06837010383605957
CouchDB,ASOS_2022,students,delete,0.07376432418823242
CouchDB,ASOS_2022,books,insert,8.339189052581787
CouchDB,ASOS_2022,countries-small,insert,5.343055248260498
CouchDB,ASOS_2022,covers,insert,110.6200385093689
CouchDB,ASOS_2022,data,insert,1.164318323135376
CouchDB,ASOS_2022,grades,insert,6.030995845794678
CouchDB,ASOS_2022,products,insert,0.23964858055114746
CouchDB,ASOS_2022,profiles,insert,32.79141616821289
CouchDB,ASOS_2022,restaurant,insert,56.264092206954956
CouchDB,ASOS_2022,students,insert,4.599973678588867
CouchDB,ASOS_2022,books,read,0.9741852283477783
CouchDB,ASOS_2022,countries-small,read,0.6260287761688232
CouchDB,ASOS_2022,covers,read,8.470366716384888
CouchDB,ASOS_2022,data,read,0.09532308578491211
CouchDB,ASOS_2022,data,update,1.534393310546875
CouchDB,ASOS_2022,grades,read,0.4945199489593506
CouchDB,ASOS_2022,products,read,0.020356178283691406
CouchDB,ASOS_2022,profiles,read,2.559957504272461
CouchDB,ASOS_2022,restaurant,read,4.307780027389526
CouchDB,ASOS_2022,students,read,0.3509948253631592
CouchDB,ASOS_2022,books,delete,0.09351253509521484
CouchDB,ASOS_2022,countries-small,delete,0.06081700325012207
CouchDB,ASOS_2022,covers,delete,0.05955076217651367
CouchDB,ASOS_2022,data,delete,0.05758190155029297
CouchDB,ASOS_2022,grades,delete,0.05894303321838379
CouchDB,ASOS_2022,products,delete,0.09967637062072754
CouchDB,ASOS_2022,profiles,delete,0.11680412292480469
CouchDB,ASOS_2022,restaurant,delete,0.08768296241760254
CouchDB,ASOS_2022,students,delete,0.09551692008972168
CouchDB,ASOS_2022,books,insert,8.51442265510559
CouchDB,ASOS_2022,countries-small,insert,5.452644348144531
CouchDB,ASOS_2022,covers,insert,111.7473554611206
CouchDB,ASOS_2022,data,insert,1.1575677394866943
CouchDB,ASOS_2022,grades,insert,5.722827434539795
CouchDB,ASOS_2022,products,insert,0.22493505477905273
CouchDB,ASOS_2022,profiles,insert,35.2768816947937
CouchDB,ASOS_2022,restaurant,insert,54.86721634864807
CouchDB,ASOS_2022,students,insert,4.293192148208618
CouchDB,ASOS_2022,books,read,0.7416985034942627
CouchDB,ASOS_2022,countries-small,read,0.7160427570343018
CouchDB,ASOS_2022,covers,read,8.461728572845459
CouchDB,ASOS_2022,data,read,0.09909796714782715
CouchDB,ASOS_2022,data,update,1.1835072040557861
CouchDB,ASOS_2022,grades,read,0.4821352958679199
CouchDB,ASOS_2022,products,read,0.020728349685668945
CouchDB,ASOS_2022,profiles,read,2.53848934173584
CouchDB,ASOS_2022,restaurant,read,4.227087736129761
CouchDB,ASOS_2022,students,read,0.3567078113555908
CouchDB,ASOS_2022,books,delete,0.05853581428527832
CouchDB,ASOS_2022,countries-small,delete,0.04865431785583496
CouchDB,ASOS_2022,covers,delete,0.06717443466186523
CouchDB,ASOS_2022,data,delete,0.0665132999420166
CouchDB,ASOS_2022,grades,delete,0.048063039779663086
CouchDB,ASOS_2022,products,delete,0.04896116256713867
CouchDB,ASOS_2022,profiles,delete,0.06181526184082031
CouchDB,ASOS_2022,restaurant,delete,0.0694277286529541
CouchDB,ASOS_2022,students,delete,0.07332301139831543
CouchDB,ASOS_2022,books,insert,8.880026578903198
CouchDB,ASOS_2022,countries-small,insert,5.857676267623901
CouchDB,ASOS_2022,covers,insert,110.74456238746643
CouchDB,ASOS_2022,data,insert,1.1791577339172363
CouchDB,ASOS_2022,grades,insert,6.049143552780151
CouchDB,ASOS_2022,products,insert,0.21763873100280762
CouchDB,ASOS_2022,profiles,insert,33.814613342285156
CouchDB,ASOS_2022,restaurant,insert,55.52846074104309
CouchDB,ASOS_2022,students,insert,4.493267059326172
CouchDB,ASOS_2022,books,read,0.9454877376556396
CouchDB,ASOS_2022,countries-small,read,0.5674164295196533
CouchDB,ASOS_2022,covers,read,8.632179975509644
CouchDB,ASOS_2022,data,read,0.1017007827758789
CouchDB,ASOS_2022,data,update,1.228456735610962
CouchDB,ASOS_2022,grades,read,0.47998929023742676
CouchDB,ASOS_2022,products,read,0.016659259796142578
CouchDB,ASOS_2022,profiles,read,2.5943405628204346
CouchDB,ASOS_2022,restaurant,read,4.300402641296387
CouchDB,ASOS_2022,students,read,0.34768199920654297
CouchDB,ASOS_2022,books,delete,0.05841779708862305
CouchDB,ASOS_2022,countries-small,delete,0.0568389892578125
CouchDB,ASOS_2022,covers,delete,0.059024810791015625
CouchDB,ASOS_2022,data,delete,0.05499672889709473
CouchDB,ASOS_2022,grades,delete,0.06149625778198242
CouchDB,ASOS_2022,products,delete,0.06930708885192871
CouchDB,ASOS_2022,profiles,delete,0.08460092544555664
CouchDB,ASOS_2022,restaurant,delete,0.08603215217590332
CouchDB,ASOS_2022,students,delete,0.08372998237609863
CouchDB,ASOS_2022,books,insert,8.708364486694336
CouchDB,ASOS_2022,countries-small,insert,5.41165566444397
CouchDB,ASOS_2022,covers,insert,112.25555777549744
CouchDB,ASOS_2022,data,insert,1.218864917755127
CouchDB,ASOS_2022,grades,insert,5.8394012451171875
CouchDB,ASOS_2022,products,insert,0.22673797607421875
CouchDB,ASOS_2022,profiles,insert,32.498178005218506
CouchDB,ASOS_2022,restaurant,insert,55.48292279243469
CouchDB,ASOS_2022,students,insert,4.309622764587402
CouchDB,ASOS_2022,books,read,0.752234697341919
CouchDB,ASOS_2022,countries-small,read,0.6031618118286133
CouchDB,ASOS_2022,covers,read,8.666882753372192
CouchDB,ASOS_2022,data,read,0.1005251407623291
CouchDB,ASOS_2022,data,update,1.3287632465362549
CouchDB,ASOS_2022,grades,read,0.4632880687713623
CouchDB,ASOS_2022,products,read,0.01776409149169922
CouchDB,ASOS_2022,profiles,read,2.5503482818603516
CouchDB,ASOS_2022,restaurant,read,4.2765257358551025
CouchDB,ASOS_2022,students,read,0.34619736671447754
CouchDB,ASOS_2022,books,delete,0.06416916847229004
CouchDB,ASOS_2022,countries-small,delete,0.04916262626647949
CouchDB,ASOS_2022,covers,delete,0.06730151176452637
CouchDB,ASOS_2022,data,delete,0.05059075355529785
CouchDB,ASOS_2022,grades,delete,0.054660797119140625
CouchDB,ASOS_2022,products,delete,0.05914473533630371
CouchDB,ASOS_2022,profiles,delete,0.06544661521911621
CouchDB,ASOS_2022,restaurant,delete,0.10163569450378418
CouchDB,ASOS_2022,students,delete,0.07499551773071289
CouchDB,ASOS_2022,books,insert,9.557135343551636
CouchDB,ASOS_2022,countries-small,insert,5.098144054412842
CouchDB,ASOS_2022,covers,insert,110.94826126098633
CouchDB,ASOS_2022,data,insert,1.6370580196380615
CouchDB,ASOS_2022,grades,insert,6.2849884033203125
CouchDB,ASOS_2022,products,insert,0.28713345527648926
CouchDB,ASOS_2022,profiles,insert,34.06808352470398
CouchDB,ASOS_2022,restaurant,insert,55.48609113693237
CouchDB,ASOS_2022,students,insert,4.4158034324646
CouchDB,ASOS_2022,books,read,0.9808385372161865
CouchDB,ASOS_2022,countries-small,read,0.6259887218475342
CouchDB,ASOS_2022,covers,read,8.599483013153076
CouchDB,ASOS_2022,data,read,0.10818243026733398
CouchDB,ASOS_2022,data,update,1.2669308185577393
CouchDB,ASOS_2022,grades,read,0.4661080837249756
CouchDB,ASOS_2022,products,read,0.018427133560180664
CouchDB,ASOS_2022,profiles,read,2.548699140548706
CouchDB,ASOS_2022,restaurant,read,4.230262279510498
CouchDB,ASOS_2022,students,read,0.3385045528411865
CouchDB,ASOS_2022,books,delete,0.06469893455505371
CouchDB,ASOS_2022,countries-small,delete,0.0546720027923584
CouchDB,ASOS_2022,covers,delete,0.05628609657287598
CouchDB,ASOS_2022,data,delete,0.05471634864807129
CouchDB,ASOS_2022,grades,delete,0.05485820770263672
CouchDB,ASOS_2022,products,delete,0.05449724197387695
CouchDB,ASOS_2022,profiles,delete,0.05645585060119629
CouchDB,ASOS_2022,restaurant,delete,0.0749199390411377
CouchDB,ASOS_2022,students,delete,0.08428740501403809
CouchDB,ASOS_2022,books,insert,8.287374258041382
CouchDB,ASOS_2022,countries-small,insert,5.431389331817627
CouchDB,ASOS_2022,covers,insert,110.89986252784729
CouchDB,ASOS_2022,data,insert,1.179234266281128
CouchDB,ASOS_2022,grades,insert,5.768976211547852
CouchDB,ASOS_2022,products,insert,0.24934983253479004
CouchDB,ASOS_2022,profiles,insert,32.83157229423523
CouchDB,ASOS_2022,restaurant,insert,55.31546688079834
CouchDB,ASOS_2022,students,insert,4.633500576019287
CouchDB,ASOS_2022,books,read,0.9217848777770996
CouchDB,ASOS_2022,countries-small,read,0.7369289398193359
CouchDB,ASOS_2022,covers,read,8.510212421417236
CouchDB,ASOS_2022,data,read,0.1004188060760498
CouchDB,ASOS_2022,data,update,1.1921420097351074
CouchDB,ASOS_2022,grades,read,0.48551487922668457
CouchDB,ASOS_2022,products,read,0.0201570987701416
CouchDB,ASOS_2022,profiles,read,2.5738236904144287
CouchDB,ASOS_2022,restaurant,read,4.280130863189697
CouchDB,ASOS_2022,students,read,0.335735559463501
CouchDB,ASOS_2022,books,delete,0.07213258743286133
CouchDB,ASOS_2022,countries-small,delete,0.06885910034179688
CouchDB,ASOS_2022,covers,delete,0.05661749839782715
CouchDB,ASOS_2022,data,delete,0.058422088623046875
CouchDB,ASOS_2022,grades,delete,0.04840397834777832
CouchDB,ASOS_2022,products,delete,0.10113000869750977
CouchDB,ASOS_2022,profiles,delete,0.11444258689880371
CouchDB,ASOS_2022,restaurant,delete,0.12481808662414551
CouchDB,ASOS_2022,students,delete,0.10741710662841797
CouchDB,ASOS_2022,books,insert,9.186802387237549
CouchDB,ASOS_2022,countries-small,insert,5.084592819213867
CouchDB,ASOS_2022,covers,insert,111.54731965065002
CouchDB,ASOS_2022,data,insert,1.2708187103271484
CouchDB,ASOS_2022,grades,insert,5.810017824172974
CouchDB,ASOS_2022,products,insert,0.24533653259277344
CouchDB,ASOS_2022,profiles,insert,33.45557951927185
CouchDB,ASOS_2022,restaurant,insert,55.837568044662476
CouchDB,ASOS_2022,students,insert,4.277860403060913
CouchDB,ASOS_2022,books,read,0.8474321365356445
CouchDB,ASOS_2022,countries-small,read,0.6805660724639893
CouchDB,ASOS_2022,covers,read,8.518985986709595
CouchDB,ASOS_2022,data,read,0.09671974182128906
CouchDB,ASOS_2022,data,update,1.2157788276672363
CouchDB,ASOS_2022,grades,read,0.4646949768066406
CouchDB,ASOS_2022,products,read,0.020435094833374023
CouchDB,ASOS_2022,profiles,read,2.653730630874634
CouchDB,ASOS_2022,restaurant,read,4.328462839126587
CouchDB,ASOS_2022,students,read,0.34171009063720703
CouchDB,ASOS_2022,books,delete,0.061553001403808594
CouchDB,ASOS_2022,countries-small,delete,0.04940938949584961
CouchDB,ASOS_2022,covers,delete,0.04846906661987305
CouchDB,ASOS_2022,data,delete,0.06631302833557129
CouchDB,ASOS_2022,grades,delete,0.049637794494628906
CouchDB,ASOS_2022,products,delete,0.048920631408691406
CouchDB,ASOS_2022,profiles,delete,0.05538582801818848
CouchDB,ASOS_2022,restaurant,delete,0.07924699783325195
CouchDB,ASOS_2022,students,delete,0.09258270263671875
CouchDB,ASOS_2022,books,insert,8.363468170166016
CouchDB,ASOS_2022,countries-small,insert,6.044321060180664
CouchDB,ASOS_2022,covers,insert,111.52856731414795
CouchDB,ASOS_2022,data,insert,1.2587506771087646
CouchDB,ASOS_2022,grades,insert,6.12146258354187
CouchDB,ASOS_2022,products,insert,0.2483212947845459
CouchDB,ASOS_2022,profiles,insert,33.05496859550476
CouchDB,ASOS_2022,restaurant,insert,56.84756565093994
CouchDB,ASOS_2022,students,insert,4.734185695648193
CouchDB,ASOS_2022,books,read,0.8537299633026123
CouchDB,ASOS_2022,countries-small,read,0.6512203216552734
CouchDB,ASOS_2022,covers,read,8.588220119476318
CouchDB,ASOS_2022,data,read,0.1044769287109375
CouchDB,ASOS_2022,data,update,1.1966357231140137
CouchDB,ASOS_2022,grades,read,0.4739561080932617
CouchDB,ASOS_2022,products,read,0.02230548858642578
CouchDB,ASOS_2022,profiles,read,2.590874195098877
CouchDB,ASOS_2022,restaurant,read,4.290575981140137
CouchDB,ASOS_2022,students,read,0.33353257179260254
CouchDB,ASOS_2022,books,delete,0.07654500007629395
CouchDB,ASOS_2022,countries-small,delete,0.04892420768737793
CouchDB,ASOS_2022,covers,delete,0.04927206039428711
CouchDB,ASOS_2022,data,delete,0.0680694580078125
CouchDB,ASOS_2022,grades,delete,0.04870915412902832
CouchDB,ASOS_2022,products,delete,0.06707072257995605
CouchDB,ASOS_2022,profiles,delete,0.07813310623168945
CouchDB,ASOS_2022,restaurant,delete,0.07104659080505371
CouchDB,ASOS_2022,students,delete,0.06829667091369629
CouchDB,ASOS_2022,books,insert,8.811644077301025
CouchDB,ASOS_2022,countries-small,insert,5.073426246643066
CouchDB,ASOS_2022,covers,insert,112.03655815124512
CouchDB,ASOS_2022,data,insert,1.36329984664917
CouchDB,ASOS_2022,grades,insert,5.858538866043091
CouchDB,ASOS_2022,products,insert,0.23110651969909668
CouchDB,ASOS_2022,profiles,insert,32.91743803024292
CouchDB,ASOS_2022,restaurant,insert,56.248934268951416
CouchDB,ASOS_2022,students,insert,4.092515707015991
CouchDB,ASOS_2022,books,read,0.7399623394012451
CouchDB,ASOS_2022,countries-small,read,0.6796472072601318
CouchDB,ASOS_2022,covers,read,8.6585373878479
CouchDB,ASOS_2022,data,read,0.1096043586730957
CouchDB,ASOS_2022,data,update,1.3691365718841553
CouchDB,ASOS_2022,grades,read,0.47487473487854004
CouchDB,ASOS_2022,products,read,0.021999597549438477
CouchDB,ASOS_2022,profiles,read,2.5608813762664795
CouchDB,ASOS_2022,restaurant,read,4.302112340927124
CouchDB,ASOS_2022,students,read,0.33992552757263184
CouchDB,ASOS_2022,books,delete,0.058216094970703125
CouchDB,ASOS_2022,countries-small,delete,0.04918646812438965
CouchDB,ASOS_2022,covers,delete,0.04897165298461914
CouchDB,ASOS_2022,data,delete,0.06095719337463379
CouchDB,ASOS_2022,grades,delete,0.052510738372802734
CouchDB,ASOS_2022,products,delete,0.059346675872802734
CouchDB,ASOS_2022,profiles,delete,0.07187700271606445
CouchDB,ASOS_2022,restaurant,delete,0.07057714462280273
CouchDB,ASOS_2022,students,delete,0.06892538070678711
CouchDB,ASOS_2022,books,insert,9.766448020935059
CouchDB,ASOS_2022,countries-small,insert,5.217412948608398
CouchDB,ASOS_2022,covers,insert,111.12109470367432
CouchDB,ASOS_2022,data,insert,1.6171393394470215
CouchDB,ASOS_2022,grades,insert,6.372929096221924
CouchDB,ASOS_2022,products,insert,0.26824378967285156
CouchDB,ASOS_2022,profiles,insert,34.09108352661133
CouchDB,ASOS_2022,restaurant,insert,55.742555379867554
CouchDB,ASOS_2022,students,insert,4.397051811218262
CouchDB,ASOS_2022,books,read,0.9494733810424805
CouchDB,ASOS_2022,countries-small,read,0.6882274150848389
CouchDB,ASOS_2022,covers,read,8.530767679214478
CouchDB,ASOS_2022,data,read,0.10307955741882324
CouchDB,ASOS_2022,data,update,1.2210745811462402
CouchDB,ASOS_2022,grades,read,0.491344690322876
CouchDB,ASOS_2022,products,read,0.020773649215698242
CouchDB,ASOS_2022,profiles,read,2.609647035598755
CouchDB,ASOS_2022,restaurant,read,4.312275409698486
CouchDB,ASOS_2022,students,read,0.3408477306365967
CouchDB,ASOS_2022,books,delete,0.06439661979675293
CouchDB,ASOS_2022,countries-small,delete,0.05445146560668945
CouchDB,ASOS_2022,covers,delete,0.05429267883300781
CouchDB,ASOS_2022,data,delete,0.054971933364868164
CouchDB,ASOS_2022,grades,delete,0.054042816162109375
CouchDB,ASOS_2022,products,delete,0.054854631423950195
CouchDB,ASOS_2022,profiles,delete,0.07677030563354492
CouchDB,ASOS_2022,restaurant,delete,0.10713982582092285
CouchDB,ASOS_2022,students,delete,0.0837087631225586
CouchDB,ASOS_2022,books,insert,8.22661566734314
CouchDB,ASOS_2022,countries-small,insert,5.294924259185791
CouchDB,ASOS_2022,covers,insert,110.5750379562378
CouchDB,ASOS_2022,data,insert,1.218135118484497
CouchDB,ASOS_2022,grades,insert,5.743427038192749
CouchDB,ASOS_2022,products,insert,0.2627589702606201
CouchDB,ASOS_2022,profiles,insert,33.40549635887146
CouchDB,ASOS_2022,restaurant,insert,55.98512363433838
CouchDB,ASOS_2022,students,insert,4.502283573150635
CouchDB,ASOS_2022,books,read,0.9424493312835693
CouchDB,ASOS_2022,countries-small,read,0.7279870510101318
CouchDB,ASOS_2022,covers,read,8.541224479675293
CouchDB,ASOS_2022,data,read,0.1012113094329834
CouchDB,ASOS_2022,data,update,1.2058305740356445
CouchDB,ASOS_2022,grades,read,0.4973151683807373
CouchDB,ASOS_2022,products,read,0.019530296325683594
CouchDB,ASOS_2022,profiles,read,2.5425307750701904
CouchDB,ASOS_2022,restaurant,read,4.292246341705322
CouchDB,ASOS_2022,students,read,0.34312891960144043
CouchDB,ASOS_2022,books,delete,0.05770087242126465
CouchDB,ASOS_2022,countries-small,delete,0.04787397384643555
CouchDB,ASOS_2022,covers,delete,0.04936933517456055
CouchDB,ASOS_2022,data,delete,0.09563755989074707
CouchDB,ASOS_2022,grades,delete,0.09524321556091309
CouchDB,ASOS_2022,products,delete,0.1089010238647461
CouchDB,ASOS_2022,profiles,delete,0.1133575439453125
CouchDB,ASOS_2022,restaurant,delete,0.1231229305267334
CouchDB,ASOS_2022,students,delete,0.13672518730163574
CouchDB,ASOS_2022,books,insert,9.324355125427246
CouchDB,ASOS_2022,countries-small,insert,5.144129037857056
CouchDB,ASOS_2022,covers,insert,111.61401033401489
CouchDB,ASOS_2022,data,insert,1.2724792957305908
CouchDB,ASOS_2022,grades,insert,5.7218177318573
CouchDB,ASOS_2022,products,insert,0.21568512916564941
CouchDB,ASOS_2022,profiles,insert,33.15662741661072
CouchDB,ASOS_2022,restaurant,insert,55.98791551589966
CouchDB,ASOS_2022,students,insert,4.408294916152954
CouchDB,ASOS_2022,books,read,1.0747759342193604
CouchDB,ASOS_2022,countries-small,read,0.6017086505889893
CouchDB,ASOS_2022,covers,read,8.55783748626709
CouchDB,ASOS_2022,data,read,0.10318446159362793
CouchDB,ASOS_2022,data,update,1.2371208667755127
CouchDB,ASOS_2022,grades,read,0.47232699394226074
CouchDB,ASOS_2022,products,read,0.01970386505126953
CouchDB,ASOS_2022,profiles,read,2.5527944564819336
CouchDB,ASOS_2022,restaurant,read,4.269381046295166
CouchDB,ASOS_2022,students,read,0.33371901512145996
CouchDB,ASOS_2022,books,delete,0.05779862403869629
CouchDB,ASOS_2022,countries-small,delete,0.0676882266998291
CouchDB,ASOS_2022,covers,delete,0.049150705337524414
CouchDB,ASOS_2022,data,delete,0.0486292839050293
CouchDB,ASOS_2022,grades,delete,0.049343109130859375
CouchDB,ASOS_2022,products,delete,0.0487217903137207
CouchDB,ASOS_2022,profiles,delete,0.052712440490722656
CouchDB,ASOS_2022,restaurant,delete,0.08857417106628418
CouchDB,ASOS_2022,students,delete,0.0671987533569336
MongoDB,ASOS_2022,books,delete,0.018135786056518555
MongoDB,ASOS_2022,countries-small,delete,0.004325151443481445
MongoDB,ASOS_2022,covers,delete,0.022758960723876953
MongoDB,ASOS_2022,data,delete,0.0011327266693115234
MongoDB,ASOS_2022,grades,delete,0.001878499984741211
MongoDB,ASOS_2022,products,delete,0.0006821155548095703
MongoDB,ASOS_2022,profiles,delete,0.006387233734130859
MongoDB,ASOS_2022,restaurant,delete,0.011149406433105469
MongoDB,ASOS_2022,students,delete,0.0014712810516357422
MongoDB,ASOS_2022,books,insert,0.006729841232299805
MongoDB,ASOS_2022,countries-small,insert,0.010570764541625977
MongoDB,ASOS_2022,covers,insert,0.03529620170593262
MongoDB,ASOS_2022,data,insert,0.0008223056793212891
MongoDB,ASOS_2022,grades,insert,0.004160881042480469
MongoDB,ASOS_2022,products,insert,0.0005822181701660156
MongoDB,ASOS_2022,profiles,insert,0.019710540771484375
MongoDB,ASOS_2022,restaurant,insert,0.02294611930847168
MongoDB,ASOS_2022,students,insert,0.002639293670654297
MongoDB,ASOS_2022,books,read,0.1264023780822754
MongoDB,ASOS_2022,countries-small,read,0.11264324188232422
MongoDB,ASOS_2022,covers,read,0.4084193706512451
MongoDB,ASOS_2022,data,read,0.0009021759033203125
MongoDB,ASOS_2022,grades,read,0.006461381912231445
MongoDB,ASOS_2022,products,read,0.0007407665252685547
MongoDB,ASOS_2022,profiles,read,0.43076252937316895
MongoDB,ASOS_2022,restaurant,read,0.5022234916687012
MongoDB,ASOS_2022,students,read,0.002172231674194336
MongoDB,ASOS_2022,data,update,0.0009355545043945312
MongoDB,ASOS_2022,books,delete,0.0030260086059570312
MongoDB,ASOS_2022,countries-small,delete,0.0018062591552734375
MongoDB,ASOS_2022,covers,delete,0.02165079116821289
MongoDB,ASOS_2022,data,delete,0.000942230224609375
MongoDB,ASOS_2022,grades,delete,0.0016970634460449219
MongoDB,ASOS_2022,products,delete,0.0006856918334960938
MongoDB,ASOS_2022,profiles,delete,0.014049053192138672
MongoDB,ASOS_2022,restaurant,delete,0.016460657119750977
MongoDB,ASOS_2022,students,delete,0.0016028881072998047
MongoDB,ASOS_2022,books,insert,0.007156848907470703
MongoDB,ASOS_2022,countries-small,insert,0.010667800903320312
MongoDB,ASOS_2022,covers,insert,0.034769296646118164
MongoDB,ASOS_2022,data,insert,0.0009243488311767578
MongoDB,ASOS_2022,grades,insert,0.00412297248840332
MongoDB,ASOS_2022,products,insert,0.0005617141723632812
MongoDB,ASOS_2022,profiles,insert,0.020200490951538086
MongoDB,ASOS_2022,restaurant,insert,0.02280902862548828
MongoDB,ASOS_2022,students,insert,0.0025696754455566406
MongoDB,ASOS_2022,books,read,0.15714812278747559
MongoDB,ASOS_2022,countries-small,read,0.1105961799621582
MongoDB,ASOS_2022,covers,read,0.5422863960266113
MongoDB,ASOS_2022,data,read,0.001096963882446289
MongoDB,ASOS_2022,grades,read,0.009948968887329102
MongoDB,ASOS_2022,products,read,0.0005826950073242188
MongoDB,ASOS_2022,profiles,read,0.20138955116271973
MongoDB,ASOS_2022,restaurant,read,0.15566563606262207
MongoDB,ASOS_2022,students,read,0.0041806697845458984
